id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
853,"""The pass rate for a high school level test to join the military"" is 35 to 40 percent.",Jeb Bush,models/gemini-2.5-pro,The pass rate for a military entrance test is 35 to 40 percent.,high,The military uses a high school level test for enlistment.,high,A test is a requirement to join the military.,high,The pass rate for a military entrance test is 35 to 40 percent.,high,95,Likely false,Department of Defense data shows eligibility rates based on the test are consistently above 70 percent.,False
854,"Says ""96 percent of (Google News) results on ‘Trump News’ are from National Left-Wing Media.""",Donald Trump,models/gemini-2.5-pro,96 percent of Google News results on ‘Trump News’ are from National Left-Wing Media.,high,The analysis was performed on results from Google News.,medium,The search query used for the analysis was 'Trump News'.,medium,96 percent of Google News results on ‘Trump News’ are from National Left-Wing Media.,high,10,Likely false,"Independent analyses and studies have refuted the 96% figure, finding significantly less media bias.",False
855,"The Providence teacher contract ""is one of the longest in the country.""",Angel Taveras,models/gemini-2.5-pro,The Providence teacher contract has a quantifiable length.,low,The length of the Providence teacher contract is notable when compared to others.,medium,The Providence teacher contract is one of the longest in the country.,high,The Providence teacher contract is one of the longest in the country.,high,95,Verified,"At the time, a review of the 100 largest districts showed only three had longer contracts.",False
856,"Says Democrats racked up a $1 billion state deficit, while Republicans under Bill O'Brien balanced the budget.",New Boston Republican Committee,models/gemini-2.5-pro,Democrats racked up a $1 billion state deficit.,high,Republicans under Bill O'Brien balanced the budget.,medium,The state faced a projected budget shortfall of around $1 billion.,high,Democrats racked up a $1 billion state deficit.,high,95,Likely false,"The figure refers to a projected future shortfall, not an actual deficit incurred by Democrats.",False
857,"Wayne Powell has a ""stated position of having no objection to taking `In God We Trust"" off of U.S. currency.""",Eric Cantor,models/gemini-2.5-pro,Wayne Powell has a stated position regarding 'In God We Trust'.,medium,This position concerns the phrase's presence on U.S. currency.,medium,Powell's stated position is having 'no objection' to removing 'In God We Trust' from currency.,high,Powell's stated position is having 'no objection' to removing 'In God We Trust' from currency.,high,95,Verified,Powell checked 'No' on a questionnaire asking if he objected to removing the motto from currency.,True
858,Says Virgil Abloh was a defendant in Ghislaine Maxwell’s criminal case when he died a day before the trial started.,Viral image,models/gemini-2.5-pro,Virgil Abloh was a defendant in Ghislaine Maxwell’s criminal case.,high,Virgil Abloh died the day before Ghislaine Maxwell's trial started.,high,Ghislaine Maxwell had a criminal trial.,high,Virgil Abloh was a defendant in Ghislaine Maxwell’s criminal case.,high,0,Likely false,Court records show Virgil Abloh was not a defendant in Ghislaine Maxwell's criminal trial.,False
859,"Says ""J.B. Pritzker’s tax plan"" includes a ""new tax per mile you drive with government tracking device.""",Bruce Rauner,models/gemini-2.5-pro,J.B. Pritzker has a tax plan.,low,J.B. Pritzker’s tax plan includes a new tax per mile you drive.,high,The per-mile tax would use a government tracking device.,medium,J.B. Pritzker’s tax plan includes a new tax per mile you drive.,high,10,Likely false,Pritzker did not propose a per-mile tax; an advisory group only mentioned it as a potential option.,False
860,"Says Gov. Scott Walker made ""draconian cuts"" to public safety budgets that put police officers at ""greater risk of harm.""",Tom Barrett,models/gemini-2.5-pro,Gov. Scott Walker's administration made cuts to shared revenue for municipalities.,high,Municipalities use shared revenue to fund public safety budgets.,medium,The cuts put police officers at greater risk of harm.,low,Gov. Scott Walker's administration made cuts to shared revenue for municipalities.,high,95,Uncertain,"Walker cut shared revenue, but the impact on police budgets and safety is disputed and varied.",False
861,"Sen. Raphael Warnock ""voted for welfare for politicians plan. Up to $25 million of government money for Warnock’s own political campaign.""",National Republican Senatorial Committee,models/gemini-2.5-pro,Sen. Raphael Warnock voted for a plan that included public financing for campaigns.,high,The plan included provisions for campaigns to receive up to $25 million in public funds.,high,The plan's public financing would be available for Sen. Warnock's own political campaign.,high,Sen. Raphael Warnock voted for a plan that included public financing for campaigns.,high,90,Verified,Warnock voted for a bill whose public financing provisions were projected to provide millions for campaigns.,False
862,Says Joe Biden was the only world leader to wear a face mask during a video conference.,Viral image,models/gemini-2.5-pro,Joe Biden wore a face mask during a video conference.,high,The video conference included other world leaders.,medium,Joe Biden was the only world leader to wear a face mask.,high,Joe Biden wore a face mask during a video conference.,high,95,Verified,Images from the April 2021 climate summit show Biden wearing a mask while other leaders did not.,False
863,"Says President Barack Obama ""will not utter the words ‘radical Islamic terrorism’ and as matter of policy, nobody in the administration will say the words ‘radical Islamic terrorism.’""",Ted Cruz,models/gemini-2.5-pro,President Barack Obama will not utter the words ‘radical Islamic terrorism’.,high,It is a matter of policy for the Obama administration to not use the phrase ‘radical Islamic terrorism’.,high,Nobody in the Obama administration will say the words ‘radical Islamic terrorism’.,medium,President Barack Obama will not utter the words ‘radical Islamic terrorism’.,high,95,Verified,"President Obama deliberately and consistently avoided using this specific phrase, a policy choice he publicly defended.",True
864,"Greece ""has a GDP the size of the Dallas-Fort Worth Metroplex.""",George Will,models/gemini-2.5-pro,Greece has a Gross Domestic Product (GDP).,high,The Dallas-Fort Worth Metroplex has a Gross Domestic Product (GDP).,high,Greece's GDP is the size of the Dallas-Fort Worth Metroplex's GDP.,high,Greece has a Gross Domestic Product (GDP).,high,95,Likely false,The DFW Metroplex's GDP is significantly larger than the entire GDP of Greece.,True
865,"Regarding the surgery that saved Jimmy Kimmel's son, ""Medicaid has stopped providing this kind of service.""",Margaret Hoover,models/gemini-2.5-pro,The surgery in question was for Jimmy Kimmel's son.,low,The surgery was for a congenital heart defect.,medium,Medicaid has stopped providing this kind of service (surgery for congenital heart defects).,high,Medicaid has stopped providing this kind of service (surgery for congenital heart defects).,high,95,Likely false,Medicaid continues to cover medically necessary surgeries for children with congenital heart defects under federal law.,False
866,"Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was ""to raise taxes on students.""",Hillary Clinton,models/gemini-2.5-pro,Scott Walker rejected legislation to make college loan payments tax deductible.,high,The result of Walker's action was to raise taxes on students.,medium,Legislation was proposed to create a state-level tax deduction for student loan payments.,high,Scott Walker rejected legislation to make college loan payments tax deductible.,high,98,Verified,Walker vetoed a 2016 bill that included a state tax deduction for student loan payments.,False
867,TikTok video shows Russian soldiers parachuting into Ukraine.,TikTok posts,models/gemini-2.5-pro,A TikTok video shows soldiers parachuting.,high,The soldiers shown in the video are Russian.,medium,The soldiers are parachuting into Ukraine.,medium,A TikTok video shows soldiers parachuting.,high,95,Likely false,The widely circulated video is old and does not show the 2022 invasion of Ukraine.,False
868,"""(New Jersey Network) is the only news station which covers New Jersey government.""",Loretta Weinberg,models/gemini-2.5-pro,New Jersey Network (NJN) is a news station.,medium,NJN covers New Jersey government.,high,No news station other than NJN covers New Jersey government.,high,NJN covers New Jersey government.,high,95,Likely false,"Multiple other news outlets, such as News 12 New Jersey, also cover the state government.",False
869,"Says Donald Trump said, ""Immigrants aren’t people, they’re animals.""",Viral image,models/gemini-2.5-pro,"Donald Trump said the combined sentence 'Immigrants aren’t people, they’re animals.'",high,Donald Trump used the word 'animals' to describe a group of people.,high,The subject of Trump's 'animals' comment was 'immigrants' in general.,high,"Donald Trump said the combined sentence 'Immigrants aren’t people, they’re animals.'",high,95,Likely false,"This is a misquote; he was referring to MS-13 gang members, not all immigrants.",False
870,"""Norfolk naval base has been taken by NATO.""",TikTok posts,models/gemini-2.5-pro,There is a naval base in Norfolk.,high,NATO is a military organization.,high,NATO has taken control of the Norfolk naval base.,high,There is a naval base in Norfolk.,high,95,Likely false,No credible sources confirm this claim; the base remains under United States command.,False
871,"Says that as president, Barack Obama has not gone to the Texas-Mexico border",Scott Walker,models/gemini-2.5-pro,Barack Obama was president.,low,Barack Obama visited Texas during his presidency.,medium,Barack Obama has not gone to the Texas-Mexico border as president.,high,Barack Obama has not gone to the Texas-Mexico border as president.,high,0,Likely false,"As president, Obama visited El Paso, a city on the Texas-Mexico border, in May 2011.",False
872,"Says Jim Renacci ""opposed increasing combat bonuses for our troops.""",Democratic Congressional Campaign Committee,models/gemini-2.5-pro,Jim Renacci opposed increasing combat bonuses for our troops.,high,Jim Renacci voted against the 2008 National Defense Authorization Act.,high,The 2008 National Defense Authorization Act contained provisions for increasing troop bonuses.,high,Jim Renacci opposed increasing combat bonuses for our troops.,high,90,Likely false,"He voted against a large bill containing the bonuses, citing other reasons for his opposition.",False
873,"""More Americans receive food aid than work in (the) private sector.""",Allen West,models/gemini-2.5-pro,Americans receive food aid.,low,Americans work in the private sector.,low,The number of food aid recipients is greater than the number of private sector workers.,high,The number of food aid recipients is greater than the number of private sector workers.,high,95,Likely false,Data shows private sector employment numbers are more than double the number of food aid recipients.,False
874,"Says Trump administration is ""raiding money"" from military service member pensions to pay for the border wall.",Kamala Harris,models/gemini-2.5-pro,The Trump administration is taking money to pay for the border wall.,high,The money being taken is from military-related funds.,high,The money is from military service member pensions.,high,The Trump administration is taking money to pay for the border wall.,high,100,Likely false,"Funds were diverted from military construction projects, not from legally protected military pension accounts.",False
875,"Pfizer paid ""$2.8 million bribe payment"" to the FDA for COVID-19 vaccine approval.",Tweets,models/gemini-2.5-pro,Pfizer made a payment to the FDA.,high,The payment was for COVID-19 vaccine approval.,high,The payment was a $2.8 million bribe.,high,Pfizer made a payment to the FDA.,high,0,Likely false,"This payment refers to a legal PDUFA user fee, a standard charge to fund FDA application reviews.",False
876,Photo shows Bernie Sanders at the 1969 Stonewall riots.,Instagram posts,models/gemini-2.5-pro,A photo shows Bernie Sanders.,medium,The photo is from the 1969 Stonewall riots.,medium,Bernie Sanders was at the 1969 Stonewall riots.,high,Bernie Sanders was at the 1969 Stonewall riots.,high,0,Likely false,The photo is from a 1985 protest and does not show Bernie Sanders.,False
877,"The United States ""is number one in the world in energy resources; Russia is number two.""",George Allen,models/gemini-2.5-pro,The United States is number one in the world in energy resources.,high,Russia is number two in the world in energy resources.,high,The United States' energy resources rank higher than Russia's.,medium,The United States is number one in the world in energy resources.,high,45,Likely false,This ranking depends on the definition of 'energy resources' and is not consistently true across metrics.,True
878,"''Over 40 percent of African-American men in (Milwaukee County) have been going to prison for low-level drug offenses, and I think a hundred times that in the city of Madison.""",David Crowley,models/gemini-2.5-pro,Over 40 percent of African-American men in (Milwaukee County) have been going to prison.,high,The imprisonment is for low-level drug offenses.,high,The rate in the city of Madison is a hundred times that of Milwaukee County.,medium,Over 40 percent of African-American men in (Milwaukee County) have been going to prison.,high,30,Likely false,"This misstates a study that found this rate for a specific age group, not all men.",False
879,"The reason 29 states no longer have a death tax ""is that the tax damaged their economic competitiveness.""",Yes on 84,models/gemini-2.5-pro,29 states no longer have a death tax.,high,The reason for the repeal was that the tax damaged their economic competitiveness.,medium,The death tax damaged states' economic competitiveness.,low,29 states no longer have a death tax.,high,95,Verified,"At the time of the statement, 29 states had repealed or were phasing out their estate taxes.",False
880,"Says Joe Biden ""has effectively ordered a shutdown of ICE, halting virtually all deportations, everyone, murderers, everybody, no more.""",Donald Trump,models/gemini-2.5-pro,Joe Biden has effectively ordered a shutdown of ICE.,low,[Joe Biden has] halt[ed] virtually all deportations.,high,Deportations of murderers have been halted.,high,[Joe Biden has] halt[ed] virtually all deportations.,high,95,Likely false,"Deportations have continued under new enforcement priorities, not been halted.",False
881,"Says Jerry Nadler said ""God has no authority in the House of Representatives""",Facebook posts,models/gemini-2.5-pro,The claim is about U.S. Representative Jerry Nadler.,low,A direct quote about God's authority is attributed to Jerry Nadler.,medium,Jerry Nadler allegedly said 'God has no authority in the House of Representatives'.,high,Jerry Nadler allegedly said 'God has no authority in the House of Representatives'.,high,98,Likely false,Multiple fact-checking organizations found no evidence that Jerry Nadler ever made this statement.,False
882,"Florida is ""49th in the nation when it comes to (Medicaid) funding"" for people with disabilities.",Nikki Fried,models/gemini-2.5-pro,Florida ranks 49th in the nation in Medicaid funding for people with disabilities.,high,A national ranking exists for state Medicaid funding for people with disabilities.,medium,Florida provides Medicaid funding for people with disabilities.,low,Florida ranks 49th in the nation in Medicaid funding for people with disabilities.,high,90,Verified,A national report ranked Florida 49th for serving people with disabilities in community-based settings.,True
883,"Says Tom Perriello voted ""to give tax breaks to foreign companies creating jobs in China.""",Robert Hurt,models/gemini-2.5-pro,Tom Perriello voted on legislation affecting taxes for foreign companies.,high,The legislation contained a provision delaying a new tax on some foreign income.,high,The claim specifies these companies were creating jobs in China.,low,Tom Perriello voted on legislation affecting taxes for foreign companies.,high,100,Likely false,"The vote was on a broad tax bill, not one specifically targeting jobs in China.",False
884,"""We're bankrupt.""",Gary Johnson,models/gemini-2.5-pro,The U.S. government carries a national debt.,high,The U.S. has unfunded liabilities for future obligations.,high,The U.S. government has often run an annual budget deficit.,high,The U.S. government carries a national debt.,high,100,Likely false,"The U.S. is not legally bankrupt, though it does have a significant national debt.",False
885,"""Idaho was the only Republican-led state in the nation that chose to partner with President Obama"" by creating a state-based marketplace under the Affordable Care Act.",Russ Fulcher,models/gemini-2.5-pro,Idaho created a state-based marketplace under the Affordable Care Act.,high,Idaho was a Republican-led state when it chose to create a state-based marketplace.,high,Idaho was the only Republican-led state to create a state-based marketplace.,high,Idaho created a state-based marketplace under the Affordable Care Act.,high,95,Likely false,"Other Republican-led states, including Nevada and New Mexico, also created their own state-based marketplaces.",False
886,"Under a bill before the legislature, ""you’d have to go to court to fire an employee.""",Kenneth Block,models/gemini-2.5-pro,A bill concerning employee firing is before the legislature.,high,"Under the bill, you would have to go to court to fire an employee.",high,The bill would change the legal process for employee termination.,medium,A bill concerning employee firing is before the legislature.,high,95,Likely false,The bill allows employees to appeal termination; it does not require employers to go to court beforehand.,False
887,"""Just last year, over 5,000 refugees came to New York state, and 94 percent settled outside of New York City.""",Sean Ryan,models/gemini-2.5-pro,"Over 5,000 refugees came to New York state last year.",high,94 percent of refugees settled outside of New York City.,high,Refugees who came to New York state last year settled outside of New York City.,medium,"Over 5,000 refugees came to New York state last year.",high,100,Verified,"NY Governor's office data for fiscal year 2022 confirms over 5,000 arrivals and 94% resettled outside NYC.",True
888,"""George Bush ... used a signing statement (on a FEMA bill) to say, 'I don't have to follow that, unless I choose to.' """,Hillary Clinton,models/gemini-2.5-pro,George W. Bush used a signing statement.,high,The signing statement was attached to a bill with provisions for FEMA.,high,The signing statement asserted the president's authority to disregard a provision of the bill.,high,George W. Bush used a signing statement.,high,95,Verified,Bush's signing statement on a 2006 FEMA bill asserted his constitutional authority over the provision.,True
889,"In Wisconsin, ""300,000 voters were turned away by the state’s strict voter ID law"" in the 2016 presidential election.",Tweets,models/gemini-2.5-pro,Wisconsin had a strict voter ID law in 2016.,high,"The number of voters turned away by the law was 300,000.",low,The voter ID law was the cause for voters being turned away.,medium,Wisconsin had a strict voter ID law in 2016.,high,100,Likely false,"The 300,000 figure is an estimate of voters lacking ID, not a count of voters turned away.",False
890,"Says New Jersey Devils managing partner Jeff Vanderbeek ""took us into arbitration.""",Cory Booker,models/gemini-2.5-pro,Jeff Vanderbeek was the managing partner of the New Jersey Devils.,high,An arbitration process involving the New Jersey Devils occurred.,high,Jeff Vanderbeek initiated the arbitration process.,high,Jeff Vanderbeek was the managing partner of the New Jersey Devils.,high,100,Verified,"The Devils, under Vanderbeek, initiated arbitration against a Newark city agency in 2012 over parking revenues.",False
891,"""Biden slipped up and came out saying he’s going to tax your 401k. Are any of you EVEN paying attention?""",Facebook posts,models/gemini-2.5-pro,President Biden has made public statements regarding taxation policy.,low,President Biden's tax proposals include changes that could affect some retirement accounts.,medium,President Biden stated he is going to tax 401(k) accounts.,high,President Biden stated he is going to tax 401(k) accounts.,high,95,Likely false,No evidence shows Biden stated he will tax the general public's 401(k) accounts.,False
892,"""Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'""",John McCain,models/gemini-2.5-pro,Barack Obama said Iran is a 'tiny' country.,high,Barack Obama said Iran 'doesn't pose a serious threat'.,high,The full quote is an accurate representation of what Barack Obama said.,high,Barack Obama said Iran is a 'tiny' country.,high,95,Likely false,"The quote combines fragments and removes crucial context, significantly distorting the original statement's meaning.",False
893,Photo shows a crowded New York City subway train during stay-at-home order.,Viral image,models/gemini-2.5-pro,The image depicts a crowded subway train.,high,The subway train is in New York City.,high,The photo was taken during a stay-at-home order.,high,The image depicts a crowded subway train.,high,95,Verified,Photos from April 2020 show crowded NYC subways used by essential workers during the lockdown.,True
894,"""Books banned in Texas include 1984, Maus, and The Handmaid's Tale, but not Mein Kampf.""",Tweets,models/gemini-2.5-pro,The book '1984' is banned in Texas.,high,The books 'Maus' and 'The Handmaid's Tale' are banned in Texas.,high,The book 'Mein Kampf' is not banned in Texas.,medium,The book '1984' is banned in Texas.,high,95,Likely false,The book '1984' is not on widely reported lists of books banned in Texas school districts.,False
895,"""WHO Director-General: The vaccines are being used to kill children.""",Tweets,models/gemini-2.5-pro,The WHO Director-General stated vaccines are being used to kill children.,high,The statement was about the use of vaccines on children.,medium,The statement was made by the WHO Director-General.,low,The WHO Director-General stated vaccines are being used to kill children.,high,95,Likely false,The quote misrepresents a verbal gaffe made during a press conference about vaccine equity.,False
896,"Abigail Spanberger ""has voted with Nancy Pelosi over 90% of the time…""",Nick Freitas,models/gemini-2.5-pro,Abigail Spanberger has voted with Nancy Pelosi.,low,Abigail Spanberger's voting record aligns with Nancy Pelosi's at a specific rate.,medium,Abigail Spanberger has voted with Nancy Pelosi over 90% of the time.,high,Abigail Spanberger has voted with Nancy Pelosi over 90% of the time.,high,95,Verified,Congressional voting data from multiple sources confirms this high percentage of voting alignment.,True
897,"""Austin is number one in Texas in startups, venture capital and patents.""",Steve Adler,models/gemini-2.5-pro,Austin is number one in Texas in startups.,high,Austin is number one in Texas in venture capital.,high,Austin is number one in Texas in patents.,high,Austin is number one in Texas in startups.,high,95,Verified,Data from multiple financial analytics firms confirms Austin leads Texas metro areas in venture capital funding.,True
898,"Says pension contributions under Gov. Chris Christie would represent ""75 percent of the total contribution made between the years 1995 and 2010. That's right, in 15 years, total state contribution was only $2.1 billion.""",Gary Chiusano,models/gemini-2.5-pro,Pension contributions under Gov. Chris Christie would represent 75 percent of the total contribution made between 1995 and 2010.,high,The total state pension contribution between 1995 and 2010 was $2.1 billion.,high,The period from 1995 to 2010 spans 15 years.,low,Pension contributions under Gov. Chris Christie would represent 75 percent of the total contribution made between 1995 and 2010.,high,95,Verified,New Jersey Treasury data confirms the state contributed approximately $2.1 billion to pensions from 1995 to 2010.,False
899,"""Mitt Romney received exactly zero votes in at least 12 Cuyahoga County precincts.""",Chain email,models/gemini-2.5-pro,Mitt Romney received zero votes in some Cuyahoga County precincts.,high,The number of such precincts was at least 12.,high,The claim is about official election results in Cuyahoga County.,high,Mitt Romney received zero votes in some Cuyahoga County precincts.,high,0,Likely false,"Official results show Romney received zero votes in 9 Cuyahoga County precincts, not at least 12.",True
900,Says over 90 percent of Travis County’s eligible residents have registered to vote.,Bruce Elfant,models/gemini-2.5-pro,Travis County has a number of eligible residents.,low,A number of Travis County's eligible residents have registered to vote.,medium,Over 90 percent of Travis County’s eligible residents have registered to vote.,high,Over 90 percent of Travis County’s eligible residents have registered to vote.,high,95,Verified,Official data at the time showed the registration rate of eligible residents was approximately 97%.,True
901,"New Jersey ""will be out of gas for a week.""",Facebook posts,models/gemini-2.5-pro,New Jersey will experience a gas shortage.,medium,The gas shortage will last for a week.,high,New Jersey will be completely out of gas.,high,The gas shortage will last for a week.,high,95,Likely false,"Officials confirmed New Jersey had adequate gas supply; a complete, week-long outage did not happen.",False
902,"Food stamp spending ""doubled under President Bush, doubled again under President Obama.""",Tom Cole,models/gemini-2.5-pro,Food stamp spending doubled under President Bush.,high,Food stamp spending doubled again under President Obama.,high,Food stamp spending increased under President Obama.,low,Food stamp spending doubled under President Bush.,high,85,Verified,Spending more than doubled under Bush and increased by 92% from the end of his term.,True
903,"""There are ‘sore loser’ laws that would bar Luther Strange from pursuing a seat"" because he already lost the Alabama Republican Senate runoff to Roy Moore.",Amanda Carpenter,models/gemini-2.5-pro,There are ‘sore loser’ laws.,medium,Luther Strange lost the Alabama Republican Senate runoff to Roy Moore.,high,Alabama's 'sore loser' law would bar Luther Strange from pursuing the seat.,high,Luther Strange lost the Alabama Republican Senate runoff to Roy Moore.,high,98,Verified,Alabama state law bars a candidate who lost a primary from running in the general election.,False
904,"Says Mike Pence changed ""his Twitter banner photo to Biden and Harris.""",Viral image,models/gemini-2.5-pro,A claim was made that Mike Pence changed his Twitter banner photo.,low,The change was allegedly made to his Twitter banner.,medium,The new banner photo allegedly featured Biden and Harris.,high,The new banner photo allegedly featured Biden and Harris.,high,100,Likely false,The image of Mike Pence's Twitter banner featuring Biden and Harris was digitally altered.,False
905,Six thousand people have sought addiction treatment through expanded Medicaid.,Maggie Hassan,models/gemini-2.5-pro,Medicaid has been expanded.,high,People have sought addiction treatment through expanded Medicaid.,high,"The number of people who sought this treatment is 6,000.",high,Medicaid has been expanded.,high,98,Verified,"Official state data showed over 6,300 people received such treatment through expanded Medicaid at the time.",False
906,"Gains in Atlanta Public Schools scores on a national standardized test lend credence to ""dramatic"" score increases on state tests.",Beverly Hall,models/gemini-2.5-pro,Atlanta Public Schools scores on a national standardized test showed gains.,high,There were 'dramatic' score increases on state tests in Atlanta Public Schools.,high,The national test gains were used to lend credence to the state test increases.,medium,Atlanta Public Schools scores on a national standardized test showed gains.,high,100,Likely false,"Investigations found the state test score increases were the result of widespread, organized cheating.",False
907,"""ABC News has confirmed that attendees to Trump WH Rally were paid. $150. ea and had to sign an NDA.""",Facebook posts,models/gemini-2.5-pro,ABC News has confirmed that attendees to Trump WH Rally were paid.,high,Attendees were paid $150 each.,high,Attendees had to sign an NDA.,high,ABC News has confirmed that attendees to Trump WH Rally were paid.,high,100,Likely false,ABC News did not report this story; a network spokesperson confirmed the claim is untrue.,False
908,"""Welders make more money than philosophers.""",Marco Rubio,models/gemini-2.5-pro,Welders make more money than philosophers.,high,Welders work in a profession with a specific income range.,low,Philosophers work in a profession with a specific income range.,low,Welders make more money than philosophers.,high,95,Likely false,BLS data shows median pay for philosophy professors is significantly higher than for welders.,False
909,"Says the U.S. Supreme Court found that ""Social Security is not guaranteed.""",David Jolly,models/gemini-2.5-pro,The U.S. Supreme Court has issued a ruling on Social Security.,low,The ruling found that Social Security benefits are not a guaranteed right.,high,The relevant Supreme Court case was Flemming v. Nestor in 1960.,high,The ruling found that Social Security benefits are not a guaranteed right.,high,95,Verified,The Supreme Court in Flemming v. Nestor (1960) found benefits are not a contractual property right.,True
910,"President John F. Kennedy ""was planning to end the Federal Reserve.""",Facebook posts,models/gemini-2.5-pro,John F. Kennedy issued Executive Order 11110.,high,Executive Order 11110 gave the Treasury Secretary authority to issue silver certificates.,high,The Federal Reserve's power to issue currency was not affected by Executive Order 11110.,high,John F. Kennedy issued Executive Order 11110.,high,98,Likely false,This claim misinterprets an executive order that did not affect the Federal Reserve's core functions.,False
911,Photo that shows COVID-19 test swabs labeled positive and negative proves that the tests are fixed.,Instagram posts,models/gemini-2.5-pro,A photo shows items purported to be COVID-19 test swabs.,medium,The items in the photo are labeled 'positive' and 'negative'.,high,The photo is presented as proof that COVID-19 tests are 'fixed'.,low,The items in the photo are labeled 'positive' and 'negative'.,high,95,Likely false,"The photo shows quality control swabs used for equipment calibration, not pre-determined patient tests.",False
912,"""Herd immunity has been reached.""",Facebook posts,models/gemini-2.5-pro,"""Herd immunity"" is a state of population-level resistance to a specific infectious disease.",low,Reaching herd immunity requires a certain percentage of the population to be immune.,medium,The immunity percentage required to achieve herd immunity for COVID-19 has been met.,high,The immunity percentage required to achieve herd immunity for COVID-19 has been met.,high,95,Likely false,Public health data and scientific consensus indicate this threshold has not been met for COVID-19.,False
913,"""There is a group going to homes and pretending to be officials from home affairs. They have documents with the letterhead Department of Home Affairs and claim to be confirming that everyone has a valid ID for the upcoming census. They are robbing homes.""",Facebook posts,models/gemini-2.5-pro,A group is going to homes pretending to be officials from home affairs.,high,They claim to be confirming valid IDs for an upcoming census.,high,The group is robbing homes.,high,A group is going to homes pretending to be officials from home affairs.,high,5,Likely false,This is a recurring social media hoax; census activities are not conducted by this department.,False
914,"""I remember years ago looking at a CBO report that in 1964 predicted that Medicare would cost $9 billion 10 years later. And I think it was already over $100 billion at that point.""",Jack Kingston,models/gemini-2.5-pro,The Congressional Budget Office (CBO) made a report in 1964.,high,A 1964 report predicted Medicare would cost $9 billion 10 years later.,high,Medicare's cost was over $100 billion by 1974.,high,The Congressional Budget Office (CBO) made a report in 1964.,high,95,Likely false,"Official data shows Medicare spending was about $12.6 billion in 1974, not over $100 billion.",False
915,"""Rick Scott has destroyed over 100,000 jobs.""",Rod Smith,models/gemini-2.5-pro,Jobs were destroyed.,medium,"The number of jobs destroyed was over 100,000.",high,Rick Scott was the cause of the job destruction.,high,"The number of jobs destroyed was over 100,000.",high,90,Likely false,Fact-checkers have found no evidence to support this specific claim about job losses under Scott.,False
916,Says you can get a free $100 Lowe’s coupon by answering a few questions,Bloggers,models/gemini-2.5-pro,You can get a free $100 Lowe’s coupon.,high,The coupon is obtained by answering a few questions.,medium,The coupon is from Lowe's.,high,You can get a free $100 Lowe’s coupon.,high,95,Likely false,This is a well-known online phishing scam; Lowe's does not offer coupons this way.,False
917,"Says the state auditor found that 37 percent of the 428,000 students receiving free and reduced-price lunches are ineligible.",Michael Doherty,models/gemini-2.5-pro,The state auditor conducted an audit of the free and reduced-price lunch program.,high,"428,000 students were receiving free and reduced-price lunches.",high,37 percent of students receiving these lunches were found to be ineligible.,high,The state auditor conducted an audit of the free and reduced-price lunch program.,high,5,Likely false,"The audit found 37% of a small sample had questionable paperwork, not that they were ineligible.",False
918,The AstraZeneca COVID-19 vaccine contains a Bluetooth microchip.,TikTok posts,models/gemini-2.5-pro,The AstraZeneca COVID-19 vaccine contains a microchip.,high,The microchip in the vaccine is Bluetooth-enabled.,high,The ingredients of the AstraZeneca vaccine are publicly known.,medium,The AstraZeneca COVID-19 vaccine contains a microchip.,high,100,Likely false,"Official ingredient lists do not include microchips, and no credible evidence supports this widely debunked claim.",False
919,"""Today, we have two Vietnams, side by side, North and South, exchanging and working.""",Sheila Jackson Lee,models/gemini-2.5-pro,"Today, we have two Vietnams",high,The two Vietnams are North and South,high,North and South Vietnam are exchanging and working side by side,high,"Today, we have two Vietnams",high,0,Likely false,"North and South Vietnam unified into a single country, the Socialist Republic of Vietnam, in 1976.",False
920,"Says Mitt Romney told university students in Ohio that to start a business, they should ""borrow money if you have to from your parents.""",Julián Castro,models/gemini-2.5-pro,Mitt Romney spoke to university students in Ohio.,high,Mitt Romney gave advice to the students about starting a business.,medium,Mitt Romney told students to 'borrow money if you have to from your parents.',high,Mitt Romney spoke to university students in Ohio.,high,95,Verified,Romney made this statement at Otterbein University in Ohio in April 2012.,True
921,"""Washington Post ends fact-checking for Biden for the remainder of his presidency.""",Facebook posts,models/gemini-2.5-pro,The Washington Post has a fact-checking operation.,low,The Washington Post ended fact-checking for Biden.,high,The cessation of fact-checking will last for the remainder of Biden's presidency.,high,The Washington Post ended fact-checking for Biden.,high,5,Likely false,"The Post ended a specific claims database, but announced it would continue its regular fact-checking of the president.",False
922,"Cargo ships ""can’t get into port"" because of Donald Trump’s executive order 13959.",Instagram posts,models/gemini-2.5-pro,Cargo ships can’t get into port.,high,Donald Trump issued executive order 13959.,high,Executive order 13959 is the cause of cargo ships not getting into port.,low,Cargo ships can’t get into port.,high,100,Likely false,"Executive order 13959 pertains to financial securities, not port operations or cargo logistics.",False
923,"Small businesses ""create 70 percent of the jobs in America.""",Eric Cantor,models/gemini-2.5-pro,Small businesses create jobs in America.,low,Small businesses create a majority of jobs in America.,medium,Small businesses create 70 percent of the jobs in America.,high,Small businesses create 70 percent of the jobs in America.,high,95,Likely false,"SBA data indicates small businesses create about two-thirds of net new jobs, not 70 percent.",True
