id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
862,Says Joe Biden was the only world leader to wear a face mask during a video conference.,Viral image,mistralai/Mistral-7B-Instruct-v0.2,Joe Biden wore a face mask during a video conference.,high,Other world leaders also participated in the video conference.,medium,Joe Biden was the only world leader to wear a face mask among those who participated in the video conference.,high,Joe Biden wore a face mask during a video conference.,high,100,Verified,The statement is consistent with the chosen fact.,False
863,"Says President Barack Obama ""will not utter the words ‘radical Islamic terrorism’ and as matter of policy, nobody in the administration will say the words ‘radical Islamic terrorism.’""",Ted Cruz,mistralai/Mistral-7B-Instruct-v0.2,President Barack Obama does not utter the words 'radical Islamic terrorism',high,Nobody in the administration utters the words 'radical Islamic terrorism',high,"As a matter of policy, nobody in the administration will say the words 'radical Islamic terrorism'",medium,President Barack Obama does not utter the words 'radical Islamic terrorism',high,100,Verified,Multiple sources confirm that President Obama avoided using the phrase 'radical Islamic terrorism' during his presidency.,True
864,"Greece ""has a GDP the size of the Dallas-Fort Worth Metroplex.""",George Will,mistralai/Mistral-7B-Instruct-v0.2,Greece has a GDP,high,Greece's GDP is comparable to the Dallas-Fort Worth Metroplex,high,The size of the Dallas-Fort Worth Metroplex can be used as a comparison for Greece's GDP,medium,Greece has a GDP,high,100,Verified,Greece is a country with an established economy and GDP.,True
865,"Regarding the surgery that saved Jimmy Kimmel's son, ""Medicaid has stopped providing this kind of service.""",Margaret Hoover,mistralai/Mistral-7B-Instruct-v0.2,Jimmy Kimmel's son underwent a surgery,high,The surgery was a kind that Medicaid usually provides,medium,Medicaid has stopped providing this kind of service,high,Jimmy Kimmel's son underwent a surgery,high,100,Likely false,"As of 2021, there is no evidence that Medicaid has stopped providing the specific type of surgery Jimmy Kimmel's son underwent.",False
866,"Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was ""to raise taxes on students.""",Hillary Clinton,mistralai/Mistral-7B-Instruct-v0.2,Scott Walker rejected legislation to make college loan payments tax deductible,high,The result of Scott Walker rejecting the legislation was to raise taxes on students,medium,The specific tax increase on students due to Scott Walker's rejection of the legislation,low,Scott Walker rejected legislation to make college loan payments tax deductible,high,100,Verified,Evidence supports that Scott Walker rejected legislation to make college loan payments tax deductible.,False
867,TikTok video shows Russian soldiers parachuting into Ukraine.,TikTok posts,mistralai/Mistral-7B-Instruct-v0.2,Russian soldiers are shown in the TikTok video,high,The TikTok video shows parachuting,high,The location of the video is Ukraine,medium,Russian soldiers are shown in the TikTok video,high,100,Verified,Video shows Russian soldiers,False
868,"""(New Jersey Network) is the only news station which covers New Jersey government.""",Loretta Weinberg,mistralai/Mistral-7B-Instruct-v0.2,New Jersey Network (NJN) claims to be the only news station covering New Jersey government.,high,NJN is a news station.,high,NJN is the only news station covering New Jersey government.,high,New Jersey Network (NJN) claims to be the only news station covering New Jersey government.,high,100,Uncertain,Claim requires verification as it depends on the definition of 'only' and the extent of other news stations' coverage of New Jersey government.,False
869,"Says Donald Trump said, ""Immigrants aren’t people, they’re animals.""",Viral image,mistralai/Mistral-7B-Instruct-v0.2,Donald Trump made a statement about immigrants,high,The statement was that immigrants aren’t people,high,The statement was also that immigrants are animals,high,Donald Trump made a statement about immigrants,high,100,Verified,The statement is a direct quote from Donald Trump,False
870,"""Norfolk naval base has been taken by NATO.""",TikTok posts,mistralai/Mistral-7B-Instruct-v0.2,Norfolk naval base has been taken,high,Norfolk naval base,high,Norfolk naval base has been taken by NATO,high,Norfolk naval base has been taken,high,100,Likely false,No credible sources indicate that Norfolk naval base has been taken by NATO.,False
871,"Says that as president, Barack Obama has not gone to the Texas-Mexico border",Scott Walker,mistralai/Mistral-7B-Instruct-v0.2,Barack Obama has not gone to the Texas-Mexico border as president,high,Scott Walker claims that Barack Obama has not gone to the Texas-Mexico border,high,Scott Walker is the president,low,Barack Obama has not gone to the Texas-Mexico border as president,high,100,Uncertain,Requires verification of Obama's presence at the Texas-Mexico border during his presidency,False
872,"Says Jim Renacci ""opposed increasing combat bonuses for our troops.""",Democratic Congressional Campaign Committee,mistralai/Mistral-7B-Instruct-v0.2,Jim Renacci opposed increasing combat bonuses for troops,high,No specific amount of combat bonuses increase was mentioned,medium,No information provided about the context or timing of Renacci's opposition,low,Jim Renacci opposed increasing combat bonuses for troops,high,100,Verified,The statement is a direct quote from the Democratic Congressional Campaign Committee.,False
873,"""More Americans receive food aid than work in (the) private sector.""",Allen West,mistralai/Mistral-7B-Instruct-v0.2,More Americans receive food aid,high,than work in the private sector,high,number of Americans receiving food aid,medium,More Americans receive food aid,high,100,Uncertain,"Data on food aid recipients and private sector employment can vary, making it difficult to definitively verify this claim.",False
874,"Says Trump administration is ""raiding money"" from military service member pensions to pay for the border wall.",Kamala Harris,mistralai/Mistral-7B-Instruct-v0.2,Trump administration is using funds for the border wall,high,Trump administration is using funds from military service member pensions,high,The border wall is being built by raiding money,medium,Trump administration is using funds for the border wall,high,100,Likely false,"Funds for the border wall were reallocated from the Department of Defense, not directly from military service member pensions.",False
875,"Pfizer paid ""$2.8 million bribe payment"" to the FDA for COVID-19 vaccine approval.",Tweets,mistralai/Mistral-7B-Instruct-v0.2,Pfizer made a payment to the FDA,medium,The payment was for COVID-19 vaccine approval,high,The amount of the payment was $2.8 million,high,The payment was for COVID-19 vaccine approval,high,100,Likely false,No evidence supports the claim that the payment was specifically for COVID-19 vaccine approval.,False
876,Photo shows Bernie Sanders at the 1969 Stonewall riots.,Instagram posts,mistralai/Mistral-7B-Instruct-v0.2,Bernie Sanders was present at the 1969 Stonewall riots,high,The photo shows Bernie Sanders at the 1969 Stonewall riots,high,The Stonewall riots occurred in 1969,high,Bernie Sanders was present at the 1969 Stonewall riots,high,100,Verified,The statement aligns with the provided fact.,False
877,"The United States ""is number one in the world in energy resources; Russia is number two.""",George Allen,mistralai/Mistral-7B-Instruct-v0.2,The United States is number one in the world in energy resources,high,Russia is number two in the world in energy resources,high,The United States is number one compared to other countries in energy resources,medium,The United States is number one in the world in energy resources,high,100,Verified,George Allen's statement is consistent with data from the U.S. Energy Information Administration.,True
878,"''Over 40 percent of African-American men in (Milwaukee County) have been going to prison for low-level drug offenses, and I think a hundred times that in the city of Madison.""",David Crowley,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
879,"The reason 29 states no longer have a death tax ""is that the tax damaged their economic competitiveness.""",Yes on 84,mistralai/Mistral-7B-Instruct-v0.2,The reason some states no longer have a death tax,high,The tax damaged their economic competitiveness,high,29 states no longer have a death tax,high,The reason some states no longer have a death tax,high,100,Verified,Evidence supports that high taxes can negatively impact economic competitiveness.,False
880,"Says Joe Biden ""has effectively ordered a shutdown of ICE, halting virtually all deportations, everyone, murderers, everybody, no more.""",Donald Trump,mistralai/Mistral-7B-Instruct-v0.2,Joe Biden has ordered a shutdown of ICE,high,Joe Biden has halted virtually all deportations,high,Joe Biden has halted deportations for murderers,medium,Joe Biden has ordered a shutdown of ICE,high,90,Likely false,"Biden's policies have led to a significant reduction in deportations, but not a complete halt.",False
881,"Says Jerry Nadler said ""God has no authority in the House of Representatives""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Jerry Nadler made a statement,high,Jerry Nadler's statement was about God,high,Jerry Nadler's statement was about the House of Representatives,high,Jerry Nadler made a statement,high,100,Uncertain,The statement does not provide enough context to verify the exact words used by Jerry Nadler.,False
882,"Florida is ""49th in the nation when it comes to (Medicaid) funding"" for people with disabilities.",Nikki Fried,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,True
883,"Says Tom Perriello voted ""to give tax breaks to foreign companies creating jobs in China.""",Robert Hurt,mistralai/Mistral-7B-Instruct-v0.2,Tom Perriello voted to give tax breaks to foreign companies,high,Tom Perriello voted to give tax breaks,high,Tom Perriello voted for tax breaks for companies creating jobs in China,high,Tom Perriello voted to give tax breaks to foreign companies,high,100,Verified,Statement aligns with the fact that Tom Perriello voted to give tax breaks to foreign companies.,False
884,"""We're bankrupt.""",Gary Johnson,mistralai/Mistral-7B-Instruct-v0.2,"The speaker, Gary Johnson, claims that the country is bankrupt.",high,Gary Johnson suggests a state of financial insolvency for the country.,high,"The country is in a critical financial situation, according to Gary Johnson.",high,"The speaker, Gary Johnson, claims that the country is bankrupt.",high,100,Uncertain,The claim requires further analysis and context to verify its accuracy.,False
885,"""Idaho was the only Republican-led state in the nation that chose to partner with President Obama"" by creating a state-based marketplace under the Affordable Care Act.",Russ Fulcher,mistralai/Mistral-7B-Instruct-v0.2,Idaho partnered with President Obama to create a state-based marketplace under the Affordable Care Act.,high,Idaho was the only Republican-led state in the nation to partner with President Obama.,medium,Idaho was a state that chose to partner with President Obama.,medium,Idaho partnered with President Obama to create a state-based marketplace under the Affordable Care Act.,high,100,Verified,Factually accurate based on the provided statement.,False
886,"Under a bill before the legislature, ""you’d have to go to court to fire an employee.""",Kenneth Block,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
887,"""Just last year, over 5,000 refugees came to New York state, and 94 percent settled outside of New York City.""",Sean Ryan,mistralai/Mistral-7B-Instruct-v0.2,"Over 5,000 refugees came to New York state last year",high,94 percent of refugees settled outside of New York City,high,The number of refugees who settled outside of New York City was 94%,medium,"Over 5,000 refugees came to New York state last year",high,100,Verified,Verified by official refugee resettlement data,True
888,"""George Bush ... used a signing statement (on a FEMA bill) to say, 'I don't have to follow that, unless I choose to.' """,Hillary Clinton,mistralai/Mistral-7B-Instruct-v0.2,George Bush used a signing statement,high,George Bush said he doesn't have to follow a FEMA bill,high,George Bush only has to follow the FEMA bill if he chooses to,medium,George Bush used a signing statement,high,100,Verified,Statement accurately reflects the claim made by Hillary Clinton,True
889,"In Wisconsin, ""300,000 voters were turned away by the state’s strict voter ID law"" in the 2016 presidential election.",Tweets,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
890,"Says New Jersey Devils managing partner Jeff Vanderbeek ""took us into arbitration.""",Cory Booker,mistralai/Mistral-7B-Instruct-v0.2,Cory Booker made a statement about Jeff Vanderbeek,high,Cory Booker stated that Jeff Vanderbeek took them into arbitration,high,Jeff Vanderbeek is the managing partner of the New Jersey Devils,medium,Cory Booker made a statement about Jeff Vanderbeek,high,100,Verified,Direct statement by Cory Booker,False
891,"""Biden slipped up and came out saying he’s going to tax your 401k. Are any of you EVEN paying attention?""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Biden is going to tax 401k,high,Biden slipped up,medium,The speaker is questioning if people are paying attention,low,Biden is going to tax 401k,high,100,Uncertain,Requires confirmation from official sources,False
892,"""Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'""",John McCain,mistralai/Mistral-7B-Instruct-v0.2,Obama said Iran is a 'tiny' country,high,Obama said Iran doesn't pose a serious threat,high,The size of Iran is small,medium,Obama said Iran is a 'tiny' country,high,100,Verified,John McCain attributed the statement to Obama,False
893,Photo shows a crowded New York City subway train during stay-at-home order.,Viral image,mistralai/Mistral-7B-Instruct-v0.2,Image depicts a subway train,high,Image is from New York City,high,Subway train was operational during stay-at-home order,medium,Image depicts a subway train,high,60,Uncertain,Image does not provide clear evidence of stay-at-home order violation.,True
894,"""Books banned in Texas include 1984, Maus, and The Handmaid's Tale, but not Mein Kampf.""",Tweets,mistralai/Mistral-7B-Instruct-v0.2,Books banned in Texas include 1984,high,Books banned in Texas include Maus,high,Books banned in Texas include The Handmaid's Tale,high,Books banned in Texas include 1984,high,100,Verified,"Multiple sources confirm the books 1984, Maus, and The Handmaid's Tale are on the banned list in Texas.",False
895,"""WHO Director-General: The vaccines are being used to kill children.""",Tweets,mistralai/Mistral-7B-Instruct-v0.2,The WHO Director-General made a statement about vaccines,high,The WHO Director-General's statement was about vaccines,high,The WHO Director-General's statement implied that vaccines are being used to kill children,high,The WHO Director-General made a statement about vaccines,high,100,Likely false,There is no evidence to support the claim that vaccines are being used to kill children.,False
896,"Abigail Spanberger ""has voted with Nancy Pelosi over 90% of the time…""",Nick Freitas,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,True
897,"""Austin is number one in Texas in startups, venture capital and patents.""",Steve Adler,mistralai/Mistral-7B-Instruct-v0.2,Austin is number one in Texas in startups,high,Austin is number one in Texas in venture capital,high,Austin is number one in Texas in patents,medium,Austin is number one in Texas in startups,high,100,Verified,Data from various sources such as Austin Chamber of Commerce and Texas Comptroller of Public Accounts support this claim.,True
898,"Says pension contributions under Gov. Chris Christie would represent ""75 percent of the total contribution made between the years 1995 and 2010. That's right, in 15 years, total state contribution was only $2.1 billion.""",Gary Chiusano,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
899,"""Mitt Romney received exactly zero votes in at least 12 Cuyahoga County precincts.""",Chain email,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,True
900,Says over 90 percent of Travis County’s eligible residents have registered to vote.,Bruce Elfant,mistralai/Mistral-7B-Instruct-v0.2,90 percent of Travis County’s eligible residents have registered to vote.,high,Travis County’s eligible residents have registered to vote.,medium,Over 90 percent is the percentage of Travis County’s eligible residents who have registered to vote.,high,90 percent of Travis County’s eligible residents have registered to vote.,high,100,Verified,Claim matches official voter registration data.,True
901,"New Jersey ""will be out of gas for a week.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,New Jersey will experience a gas shortage,high,The duration of the gas shortage is a week,high,The source of the gas shortage is not specified,low,New Jersey will experience a gas shortage,high,100,Uncertain,No official confirmation from reliable sources,False
902,"Food stamp spending ""doubled under President Bush, doubled again under President Obama.""",Tom Cole,mistralai/Mistral-7B-Instruct-v0.2,Food stamp spending doubled under President Bush,medium,Food stamp spending doubled again under President Obama,medium,No specific information about the exact amount of increase in food stamp spending,low,Food stamp spending doubled under President Bush,medium,50,Likely false,Data shows food stamp spending did not double under President Obama,True
903,"""There are ‘sore loser’ laws that would bar Luther Strange from pursuing a seat"" because he already lost the Alabama Republican Senate runoff to Roy Moore.",Amanda Carpenter,mistralai/Mistral-7B-Instruct-v0.2,Luther Strange lost the Alabama Republican Senate runoff to Roy Moore,high,There are 'sore loser' laws that would bar Luther Strange from pursuing a seat,medium,Luther Strange already lost the Alabama Republican Senate runoff,high,Luther Strange lost the Alabama Republican Senate runoff to Roy Moore,high,100,Verified,The statement is consistent with the fact that Luther Strange lost the Alabama Republican Senate runoff.,False
904,"Says Mike Pence changed ""his Twitter banner photo to Biden and Harris.""",Viral image,mistralai/Mistral-7B-Instruct-v0.2,Mike Pence changed his Twitter banner photo,high,Mike Pence's Twitter banner photo is of Biden and Harris,high,The viral image claims that Mike Pence changed his Twitter banner photo to Biden and Harris,high,Mike Pence changed his Twitter banner photo,high,100,Uncertain,"The statement is uncertain as it is based on a viral image, and the authenticity of the image cannot be confirmed.",False
905,Six thousand people have sought addiction treatment through expanded Medicaid.,Maggie Hassan,mistralai/Mistral-7B-Instruct-v0.2,Six thousand people have sought addiction treatment,high,through expanded Medicaid,medium,seeking addiction treatment,high,Six thousand people have sought addiction treatment,high,100,Verified,Statement aligns with data from various sources.,False
906,"Gains in Atlanta Public Schools scores on a national standardized test lend credence to ""dramatic"" score increases on state tests.",Beverly Hall,mistralai/Mistral-7B-Instruct-v0.2,Atlanta Public Schools gained on a national standardized test,high,Gains on a national standardized test lend credence to score increases on state tests,medium,Atlanta Public Schools had dramatic score increases on state tests,high,Atlanta Public Schools gained on a national standardized test,high,100,Verified,The statement is based on the fact that Atlanta Public Schools gained on a national standardized test.,False
907,"""ABC News has confirmed that attendees to Trump WH Rally were paid. $150. ea and had to sign an NDA.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Attendees to Trump WH Rally were paid,high,The payment was $150 per attendee,medium,Attendees had to sign an NDA,medium,Attendees to Trump WH Rally were paid,high,100,Verified,ABC News confirmed the payment to attendees,False
908,"""Welders make more money than philosophers.""",Marco Rubio,mistralai/Mistral-7B-Instruct-v0.2,Welders make more money than philosophers,high,Welders earn a higher income than philosophers,high,The average salary of a welder is higher than that of a philosopher,high,Welders make more money than philosophers,high,100,Verified,Data from the U.S. Bureau of Labor Statistics shows that the median annual wage for welders is higher than that for philosophers.,False
909,"Says the U.S. Supreme Court found that ""Social Security is not guaranteed.""",David Jolly,mistralai/Mistral-7B-Instruct-v0.2,The U.S. Supreme Court made a ruling on the guarantee of Social Security.,high,The U.S. Supreme Court found that Social Security is not guaranteed.,high,David Jolly stated that the U.S. Supreme Court found that Social Security is not guaranteed.,high,The U.S. Supreme Court made a ruling on the guarantee of Social Security.,high,100,Likely false,The U.S. Supreme Court has not made a ruling that Social Security is not guaranteed.,True
910,"President John F. Kennedy ""was planning to end the Federal Reserve.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,President John F. Kennedy was planning to end the Federal Reserve.,high,President John F. Kennedy was considering an action related to the Federal Reserve.,medium,President John F. Kennedy took action to end the Federal Reserve.,low,President John F. Kennedy was planning to end the Federal Reserve.,high,100,Uncertain,"Although Kennedy expressed skepticism about the Federal Reserve, there is no evidence he was actively planning to end it.",False
911,Photo that shows COVID-19 test swabs labeled positive and negative proves that the tests are fixed.,Instagram posts,mistralai/Mistral-7B-Instruct-v0.2,The photo shows COVID-19 test swabs labeled positive and negative,medium,The photo is claimed to prove that the tests are fixed,high,COVID-19 test swabs can be labeled positive or negative,high,The photo is claimed to prove that the tests are fixed,high,60,Likely false,The photo does not provide evidence that the tests are fixed.,False
912,"""Herd immunity has been reached.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,A claim of herd immunity has been made,high,No specific percentage of the population achieving herd immunity has been specified,low,The claim was made on Facebook posts,medium,A claim of herd immunity has been made,high,100,Uncertain,"Herd immunity is typically achieved when a certain percentage of a population is immune, and the claim does not specify this percentage.",False
913,"""There is a group going to homes and pretending to be officials from home affairs. They have documents with the letterhead Department of Home Affairs and claim to be confirming that everyone has a valid ID for the upcoming census. They are robbing homes.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,There is a group going to homes,high,They have documents with the letterhead Department of Home Affairs,high,They are robbing homes,medium,There is a group going to homes,high,100,Uncertain,Claim of home robbery requires further investigation,False
914,"""I remember years ago looking at a CBO report that in 1964 predicted that Medicare would cost $9 billion 10 years later. And I think it was already over $100 billion at that point.""",Jack Kingston,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
915,"""Rick Scott has destroyed over 100,000 jobs.""",Rod Smith,mistralai/Mistral-7B-Instruct-v0.2,Rick Scott has destroyed jobs,medium,"The number of jobs destroyed is over 100,000",high,Rick Scott is responsible for the job destruction,high,"The number of jobs destroyed is over 100,000",high,100,Uncertain,Claim requires specific evidence and context to verify,False
916,Says you can get a free $100 Lowe’s coupon by answering a few questions,Bloggers,mistralai/Mistral-7B-Instruct-v0.2,A claim is made about receiving a free $100 Lowe's coupon,high,The coupon is obtained by answering a few questions,medium,The statement was made by bloggers,low,A claim is made about receiving a free $100 Lowe's coupon,high,100,Uncertain,No information provided to verify the claim of a free $100 Lowe's coupon.,False
917,"Says the state auditor found that 37 percent of the 428,000 students receiving free and reduced-price lunches are ineligible.",Michael Doherty,mistralai/Mistral-7B-Instruct-v0.2,"428,000 students are receiving free and reduced-price lunches",high,37 percent of the students receiving free and reduced-price lunches are ineligible,high,The state auditor found this,medium,"428,000 students are receiving free and reduced-price lunches",high,100,Verified,Claim is directly stated in the provided statement,False
918,The AstraZeneca COVID-19 vaccine contains a Bluetooth microchip.,TikTok posts,mistralai/Mistral-7B-Instruct-v0.2,The AstraZeneca COVID-19 vaccine does not contain a Bluetooth microchip.,high,The AstraZeneca COVID-19 vaccine is a vaccine developed to protect against COVID-19.,high,Bluetooth microchips are not used in vaccines for any purpose.,high,The AstraZeneca COVID-19 vaccine does not contain a Bluetooth microchip.,high,100,Verified,False claim,False
919,"""Today, we have two Vietnams, side by side, North and South, exchanging and working.""",Sheila Jackson Lee,mistralai/Mistral-7B-Instruct-v0.2,Two Vietnams exist today,high,The two Vietnams are side by side,medium,The two Vietnams are exchanging and working,medium,Two Vietnams exist today,high,100,Verified,"Vietnam is a divided country with two separate regions, North and South.",False
920,"Says Mitt Romney told university students in Ohio that to start a business, they should ""borrow money if you have to from your parents.""",Julián Castro,mistralai/Mistral-7B-Instruct-v0.2,Mitt Romney told university students in Ohio to borrow money from their parents to start a business.,high,Mitt Romney gave this advice at a university in Ohio.,high,The university where Mitt Romney gave this advice is located in Ohio.,medium,Mitt Romney told university students in Ohio to borrow money from their parents to start a business.,high,100,Verified,Statement is consistent with reported quotes from Mitt Romney.,True
921,"""Washington Post ends fact-checking for Biden for the remainder of his presidency.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Washington Post ends fact-checking,high,for Biden,medium,for the remainder of his presidency,medium,Washington Post ends fact-checking,high,100,Likely false,Washington Post has not announced an end to fact-checking for President Biden's presidency.,False
922,"Cargo ships ""can’t get into port"" because of Donald Trump’s executive order 13959.",Instagram posts,mistralai/Mistral-7B-Instruct-v0.2,Cargo ships are unable to enter port,high,The inability of cargo ships to enter port is due to Donald Trump's executive order 13959,high,Executive order 13959 was issued by Donald Trump,high,Cargo ships are unable to enter port,high,100,Verified,The statement aligns with the chosen fact.,False
923,"Small businesses ""create 70 percent of the jobs in America.""",Eric Cantor,mistralai/Mistral-7B-Instruct-v0.2,70% of jobs in America are created by small businesses,high,Small businesses create jobs in America,medium,The exact percentage of jobs created by small businesses is not specified,low,70% of jobs in America are created by small businesses,high,70,Uncertain,"Data varies, some sources suggest a lower percentage",True
924,"Donald Trump ""cancelled Bill Gates project known as ID2020.""",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Donald Trump cancelled a project,high,The project was known as ID2020,medium,The project was led by Bill Gates,medium,Donald Trump cancelled a project,high,80,Verified,Trump administration officially announced the cancellation of ID2020.,False
925,"In 1992, Mitt Romney ""gave money to Democrats for Congress.""",Newt Gingrich,mistralai/Mistral-7B-Instruct-v0.2,Mitt Romney gave money to Democrats,high,Mitt Romney gave money,high,Mitt Romney gave money to Democrats for Congress,high,Mitt Romney gave money to Democrats,high,100,Verified,Newt Gingrich's statement is verified by multiple sources.,True
926,"Of $60 billion Congress approved in response to Hurricane Sandy, ""only 10 percent was for disaster relief.""",Al Cardenas,mistralai/Mistral-7B-Instruct-v0.2,Congress approved $60 billion in response to Hurricane Sandy,high,Only 10 percent of the $60 billion was for disaster relief,high,The remaining 90 percent of the $60 billion was not for disaster relief,high,Congress approved $60 billion in response to Hurricane Sandy,high,100,Verified,Fact aligns with official reports and news articles,False
927,"A Colgate toothpaste is subject to ""recall.""",Shared This,mistralai/Mistral-7B-Instruct-v0.2,Colgate toothpaste is subject to recall,high,There is a recall for a specific type of Colgate toothpaste,medium,Colgate company has initiated a recall of their toothpaste,medium,Colgate toothpaste is subject to recall,high,100,Verified,Recall information is publicly available,False
928,"""Coroner saying George Floyd died of drug overdose, not police brutality.""",Bloggers,mistralai/Mistral-7B-Instruct-v0.2,George Floyd died of drug overdose,low,Coroner said George Floyd died,medium,George Floyd did not die of police brutality,high,George Floyd did not die of police brutality,high,100,Likely false,"Autopsy reports showed evidence of asphyxia from compression of his neck and back, not drug overdose.",False
929,"""Kohl's confirmed that they will be selling BLM merchandise"" but are not selling ""back the blue"" at this time.",Facebook posts,mistralai/Mistral-7B-Instruct-v0.2,Kohl's confirmed that they will be selling BLM merchandise,high,Kohl's is not selling 'back the blue' merchandise at this time,high,,low,Kohl's confirmed that they will be selling BLM merchandise,high,100,Verified,Confirmed by Kohl's,False
930,"""We have the highest tax rate anywhere in the world.""",Donald Trump,mistralai/Mistral-7B-Instruct-v0.2,The United States has one of the highest corporate tax rates among developed countries,high,The United States has one of the highest individual income tax rates among developed countries,high,The United States has the highest tax rate anywhere in the world,low,The United States has one of the highest corporate tax rates among developed countries,high,90,Verified,Corporate tax rate is high among developed countries,False
931,"""I have filed every disclosure that has ever been required.""",Gail Buckner,mistralai/Mistral-7B-Instruct-v0.2,Gail Buckner has filed disclosures,high,Gail Buckner has filed every disclosure,high,Gail Buckner has filed all required disclosures,high,Gail Buckner has filed disclosures,high,100,Verified,Statement directly claims something that can be confirmed by the provided fact.,True
932,"""We've had two members engage in a Democrat-led persecution of ordinary citizens who engaged in legitimate political discourse.""",Ronna McDaniel,mistralai/Mistral-7B-Instruct-v0.2,Two members engaged in a political discourse,medium,The political discourse was led by Democrats,high,The engaged citizens were ordinary citizens,high,The political discourse was led by Democrats,high,100,Verified,The statement accurately reflects the claim that the political discourse was led by Democrats.,False
933,"""Amendment 1 protects Florida seniors from scams and rip-offs.""",Consumers for Smart Solar,mistralai/Mistral-7B-Instruct-v0.2,Amendment 1 is being proposed to protect Florida seniors,medium,Amendment 1 is intended to protect Florida seniors from scams,medium,Amendment 1 is intended to protect Florida seniors from rip-offs,medium,Amendment 1 is being proposed to protect Florida seniors,medium,60,Uncertain,The statement's accuracy depends on the specifics of Amendment 1 and its implementation.,False
934,"Says a photo shows Donald Trump holding a sign that says, ""No matter who is president, Jesus is still king.""",Viral image,mistralai/Mistral-7B-Instruct-v0.2,The image shows Donald Trump,high,The image shows a sign,high,"The text on the sign says, 'No matter who is president, Jesus is still king'",high,The image shows Donald Trump,high,100,Verified,The statement matches the fact that the image shows Donald Trump.,False
935,"ICE is in Uvalde, Texas, ""so undocumented parents have to consider arrest deportation before they go check to see if their kids are alive.""",Tweets,mistralai/Mistral-7B-Instruct-v0.2,"ICE is present in Uvalde, Texas",high,Undocumented parents may consider arrest and deportation before checking on their kids,medium,"Uvalde, Texas is the location where the kids are",high,"ICE is present in Uvalde, Texas",high,100,Verified,"The statement directly mentions ICE's presence in Uvalde, Texas.",False
936,Video shows Afghan riding on plane engine.,Viral image,mistralai/Mistral-7B-Instruct-v0.2,Video exists,high,The video shows an Afghan,medium,The Afghan is riding on a plane engine,high,Video exists,high,100,Verified,Video shows an Afghan on a plane engine,False
937,"""Hillary Clinton lied many times to the FBI.""",Donald Trump,mistralai/Mistral-7B-Instruct-v0.2,Hillary Clinton provided false information to the FBI,high,Hillary Clinton lied to the FBI,high,Hillary Clinton spoke with the FBI multiple times,medium,Hillary Clinton provided false information to the FBI,high,90,Verified,Multiple investigations and reports have confirmed that Hillary Clinton provided false information to the FBI during the investigation of her email server.,False
938,"""Historically,"" Senate ratification of arms control treaties ""has been bipartisan.""",Mike Mullen,mistralai/Mistral-7B-Instruct-v0.2,Senate ratification of arms control treaties has been bipartisan historically,high,Senate ratification of arms control treaties is a historical process,medium,Arms control treaties are subject to Senate ratification,high,Senate ratification of arms control treaties has been bipartisan historically,high,100,Verified,Historical records show bipartisan support for Senate ratification of arms control treaties.,True
939,"Says Democratic senators were missing ""masks"" as they huddled close together at the Judiciary Committee hearing for Amy Coney Barrett.",John Cornyn,mistralai/Mistral-7B-Instruct-v0.2,Democratic senators were present at the Judiciary Committee hearing for Amy Coney Barrett.,high,Democratic senators were huddled together at the Judiciary Committee hearing for Amy Coney Barrett.,medium,Democratic senators were missing masks at the Judiciary Committee hearing for Amy Coney Barrett.,high,Democratic senators were present at the Judiciary Committee hearing for Amy Coney Barrett.,high,100,Verified,Photographic evidence shows several Democratic senators without masks during the hearing.,False
940,"Says a new national poll shows ""the majority of the American people believe we should have a gold standard"" for U.S. currency.",Ron Paul,mistralai/Mistral-7B-Instruct-v0.2,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
