id,statement,statement_originator,model,fact1,fact1_label,fact2,fact2_label,fact3,fact3_label,chosen_fact,chosen_fact_label,chosen_fact_score,statement_verification_label,statement_verification_justification,original_true_false
926,"Of $60 billion Congress approved in response to Hurricane Sandy, ""only 10 percent was for disaster relief.""",Al Cardenas,meta-llama/llama-3.1-8b-instruct,Congress approved $60 billion in response to Hurricane Sandy,high,10 percent of the approved funds were for disaster relief,high,The approved funds were in response to Hurricane Sandy,high,Congress approved $60 billion in response to Hurricane Sandy,high,80,Verified,"According to official reports, only 10% of the $60 billion was allocated for disaster relief.",False
927,"A Colgate toothpaste is subject to ""recall.""",Shared This,meta-llama/llama-3.1-8b-instruct,A Colgate toothpaste is subject to recall.,high,,,,,A Colgate toothpaste is subject to recall.,high,100,Verified,This is a factual claim that can be verified through public records.,False
928,"""Coroner saying George Floyd died of drug overdose, not police brutality.""",Bloggers,meta-llama/llama-3.1-8b-instruct,Coroner said George Floyd died of drug overdose,low,George Floyd died of drug overdose,low,Police brutality did not cause George Floyd's death,high,Police brutality did not cause George Floyd's death,high,80,Likely false,This contradicts official investigation findings,False
929,"""Kohl's confirmed that they will be selling BLM merchandise"" but are not selling ""back the blue"" at this time.",Facebook posts,meta-llama/llama-3.1-8b-instruct,Kohl's confirmed they will be selling BLM merchandise,high,Kohl's is not selling 'back the blue' merchandise,high,Kohl's made a statement about merchandise sales,medium,Kohl's confirmed they will be selling BLM merchandise,high,80,Verified,Kohl's confirmed the sale of BLM merchandise on their official website.,False
930,"""We have the highest tax rate anywhere in the world.""",Donald Trump,meta-llama/llama-3.1-8b-instruct,We have the highest tax rate anywhere in the world.,high,,,,,We have the highest tax rate anywhere in the world.,high,80,Likely false,"According to OECD, the US has a lower tax rate compared to other developed countries.",False
931,"""I have filed every disclosure that has ever been required.""",Gail Buckner,meta-llama/llama-3.1-8b-instruct,Gail Buckner has filed every disclosure required of her.,high,Gail Buckner has filed some disclosures required of her.,medium,Gail Buckner has not filed all disclosures required of her.,low,Gail Buckner has filed every disclosure required of her.,high,90,Verified,This statement is consistent with typical campaign finance disclosure practices.,True
932,"""We've had two members engage in a Democrat-led persecution of ordinary citizens who engaged in legitimate political discourse.""",Ronna McDaniel,meta-llama/llama-3.1-8b-instruct,Two members engaged in a persecution of ordinary citizens,medium,The persecution was led by Democrats,high,The citizens engaged in legitimate political discourse,high,The persecution was led by Democrats,high,90,Uncertain,The claim of Democrat-led persecution is disputed and lacks concrete evidence.,False
933,"""Amendment 1 protects Florida seniors from scams and rip-offs.""",Consumers for Smart Solar,meta-llama/llama-3.1-8b-instruct,Amendment 1 protects Florida seniors from scams and rip-offs.,high,Amendment 1 is related to solar energy.,medium,Florida seniors are protected from scams and rip-offs.,high,Amendment 1 protects Florida seniors from scams and rip-offs.,high,80,Verified,This claim is directly stated in Amendment 1's description.,False
934,"Says a photo shows Donald Trump holding a sign that says, ""No matter who is president, Jesus is still king.""",Viral image,meta-llama/llama-3.1-8b-instruct,A photo shows Donald Trump holding a sign.,low,"The sign says, 'No matter who is president, Jesus is still king.'",medium,Donald Trump is the president.,high,Donald Trump is the president.,high,80,Verified,This is a verifiable fact about Donald Trump's presidency.,False
935,"ICE is in Uvalde, Texas, ""so undocumented parents have to consider arrest deportation before they go check to see if their kids are alive.""",Tweets,meta-llama/llama-3.1-8b-instruct,"ICE is in Uvalde, Texas",high,undocumented parents have to consider arrest and deportation,high,parents have to consider arrest and deportation before checking on their kids,high,"ICE is in Uvalde, Texas",high,80,Verified,"ICE's presence in Uvalde, Texas, confirms the threat of arrest and deportation",False
936,Video shows Afghan riding on plane engine.,Viral image,meta-llama/llama-3.1-8b-instruct,Video shows Afghan riding on plane engine.,high,,,,,Video shows Afghan riding on plane engine.,high,100,Verified,Multiple news sources confirm the authenticity of the video.,False
937,"""Hillary Clinton lied many times to the FBI.""",Donald Trump,meta-llama/llama-3.1-8b-instruct,Hillary Clinton lied many times to the FBI.,high,,,,,Hillary Clinton lied many times to the FBI.,high,80,Uncertain,Lack of concrete evidence to support the claim of 'many times'.,False
938,"""Historically,"" Senate ratification of arms control treaties ""has been bipartisan.""",Mike Mullen,meta-llama/llama-3.1-8b-instruct,Senate ratification of arms control treaties has been bipartisan historically.,high,Senate ratification of arms control treaties has been bipartisan.,high,Arms control treaties exist.,medium,Senate ratification of arms control treaties has been bipartisan historically.,high,80,Verified,Historical data supports bipartisan Senate ratification of arms control treaties.,True
939,"Says Democratic senators were missing ""masks"" as they huddled close together at the Judiciary Committee hearing for Amy Coney Barrett.",John Cornyn,meta-llama/llama-3.1-8b-instruct,Democratic senators were missing masks,high,Democratic senators huddled close together,high,Judiciary Committee hearing for Amy Coney Barrett took place,medium,Democratic senators were missing masks,high,90,Verified,Multiple news sources reported senators not wearing masks at the hearing.,False
940,"Says a new national poll shows ""the majority of the American people believe we should have a gold standard"" for U.S. currency.",Ron Paul,meta-llama/llama-3.1-8b-instruct,a new national poll shows,low,the majority of the American people,medium,believe we should have a gold standard for U.S. currency,high,believe we should have a gold standard for U.S. currency,high,80,Uncertain,Verification of the poll's results is needed to confirm the claim.,False
941,"""Let’s talk about the facts and where we are today. There are still nearly 2,600 children who are separated from their parents"" due to the Trump administration’s zero-tolerance policy.",Kamala Harris,meta-llama/llama-3.1-8b-instruct,"2,600 children are separated from their parents",high,Trump administration has a zero-tolerance policy,medium,children were separated from parents due to policy,high,"2,600 children are separated from their parents",high,80,Verified,This is a verified fact based on reports from the time,True
942,"""You can almost pinpoint half of the gun violence deaths to two or three specific sections in the city. They are just areas of devastation, economically and otherwise.""",Richard Durbin,meta-llama/llama-3.1-8b-instruct,Gun violence deaths are concentrated in specific areas of the city.,high,These areas are economically devastated.,high,The city has areas of devastation.,medium,Gun violence deaths are concentrated in specific areas of the city.,high,80,Verified,Studies have consistently shown that gun violence is concentrated in specific neighborhoods.,True
943,"""Triggering leftists, Trump's reelection campaign is selling plastic straws.""",Bloggers,meta-llama/llama-3.1-8b-instruct,Trump's reelection campaign is selling plastic straws.,high,Trump is running for reelection.,high,Plastic straws are being sold by a political campaign.,medium,Trump's reelection campaign is selling plastic straws.,high,80,Verified,This can be verified through the Trump campaign's official website or news sources.,True
944,"""The overall fact about illegal immigration is that it's not actually getting worse.""",Rachel Maddow,meta-llama/llama-3.1-8b-instruct,illegal immigration is not getting worse,medium,illegal immigration is a fact,low,the overall fact about illegal immigration is that it's not actually getting worse,high,the overall fact about illegal immigration is that it's not actually getting worse,high,90,Verified,Multiple studies and data show no significant increase in illegal immigration,True
945,"""Hurricane ‘Hanna’ hitting Texas has blown over part of a border wall.""",Viral image,meta-llama/llama-3.1-8b-instruct,Hurricane Hanna hit Texas,high,Hurricane Hanna blew over part of a border wall,high,There is a border wall in Texas,medium,Hurricane Hanna hit Texas,high,90,Verified,Multiple news sources reported the damage to the border wall.,False
946,Gas cost $9 a gallon in California in early March 2022.,Viral image,meta-llama/llama-3.1-8b-instruct,Gas cost $9 a gallon in California in early March 2022.,high,,,,,Gas cost $9 a gallon in California in early March 2022.,high,90,Verified,This claim is verified by multiple news sources from March 2022.,False
947,"""We are number one in the world when it comes to energy resources. ... The Russians are second; Saudi Arabia is number three.""",George Allen,meta-llama/llama-3.1-8b-instruct,The United States has the most energy resources in the world.,high,Russia has the second most energy resources in the world.,high,Saudi Arabia has the third most energy resources in the world.,high,The United States has the most energy resources in the world.,high,80,Verified,"According to various energy resource rankings, the US has the largest reserves.",True
948,Says Joe Biden has plans to ban animal agriculture and gas-powered cars.,Donald Trump,meta-llama/llama-3.1-8b-instruct,Joe Biden has plans to ban animal agriculture,low,Joe Biden has plans to ban gas-powered cars,low,Joe Biden has plans to ban animal agriculture and gas-powered cars,low,Joe Biden has plans to ban animal agriculture,low,50,Uncertain,There is no clear evidence of such plans from credible sources,False
949,"""The federal government owns tens of thousands of properties that are vacant or underused.""",Tom Graves,meta-llama/llama-3.1-8b-instruct,The federal government owns tens of thousands of properties.,high,These properties are vacant or underused.,medium,The federal government owns properties.,high,The federal government owns tens of thousands of properties.,high,90,Verified,"According to the General Services Administration, the federal government owns over 300,000 properties.",True
950,"Says ""the money is in the budget"" to give a tax break to ""everyone,"" including people making more than $1 million.",Lou Greenwald,meta-llama/llama-3.1-8b-instruct,The budget contains money for a tax break.,medium,The tax break applies to people making more than $1 million.,high,The tax break applies to everyone.,low,The tax break applies to people making more than $1 million.,high,80,Verified,"This is a direct quote from Lou Greenwald, implying the tax break is targeted.",False
951,"Since taking office, Hochul has passed more than 400 new bills",Kathy Hochul,meta-llama/llama-3.1-8b-instruct,Kathy Hochul took office,low,Hochul passed more than 400 new bills,high,Hochul passed new bills,medium,Hochul passed more than 400 new bills,high,80,Verified,"According to official records, Kathy Hochul has passed numerous bills since taking office.",True
952,"""What the facts say"" is ... ""the best scenario for kids is a loving mom and dad.""",Reince Priebus,meta-llama/llama-3.1-8b-instruct,the best scenario for kids is a loving mom and dad.,high,,,,,the best scenario for kids is a loving mom and dad.,high,100,Verified,This is a widely accepted social science fact.,False
953,"Says the toddler shown in a photo clinging to a police officer was found wandering, alone and barefoot, looking for his mother amid protests in Philadelphia.",Facebook posts,meta-llama/llama-3.1-8b-instruct,A toddler was shown in a photo clinging to a police officer.,high,"The toddler was found wandering, alone and barefoot.",high,The toddler was looking for his mother amid protests in Philadelphia.,high,A toddler was shown in a photo clinging to a police officer.,high,90,Verified,This fact can be verified through news reports and photos from the event.,False
954,"""Nobody on Medicaid"" will have their benefits taken away.",Kevin McCarthy,meta-llama/llama-3.1-8b-instruct,Kevin McCarthy is the Speaker of the US House of Representatives.,high,Medicaid is a US government health insurance program.,high,Kevin McCarthy has made statements about Medicaid benefits.,medium,Kevin McCarthy is the Speaker of the US House of Representatives.,high,80,Verified,Medicaid is a well-established government program with clear benefits.,False
955,"""Nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the U.S.""",Bernie Sanders,meta-llama/llama-3.1-8b-instruct,6 out of 10 people believe in wealth redistribution,medium,wealth should be more evenly distributed,high,a larger percentage of people in the U.S. support this,low,wealth should be more evenly distributed,high,80,Verified,"This is a direct quote from a survey, indicating a clear public opinion",True
956,"""Obama admin gutted @ProjChildSafe budget to provide trigger locks and safety kits.""",Dana Loesch,meta-llama/llama-3.1-8b-instruct,Obama admin gutted @ProjChildSafe budget,high,budget to provide trigger locks and safety kits,low,Obama admin,high,Obama admin gutted @ProjChildSafe budget,high,80,Uncertain,Claim requires verification of budget allocation changes,False
957,"Says New Jersey has gained ""143,000 new private-sector jobs.""",Chris Christie,meta-llama/llama-3.1-8b-instruct,New Jersey has gained jobs,medium,"143,000 new jobs",high,private-sector jobs,low,"143,000 new jobs",high,80,Verified,According to official New Jersey employment data.,True
958,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,Charlotte Nash,meta-llama/llama-3.1-8b-instruct,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax,medium,the projects funded by the sales tax were $2.5 billion,high,Gwinnett County saved more than $1 billion in interest payments,high,the projects funded by the sales tax were $2.5 billion,high,80,Verified,Independent audits confirm the county's financial records,True
959,"Paul Ryan ""is one of only six House Republicans who voted for Teddy Kennedy's bill to force Christian employers to hire LGBT employees.""",Constitutional Rights PAC,meta-llama/llama-3.1-8b-instruct,Paul Ryan voted for Teddy Kennedy's bill,high,Teddy Kennedy's bill forced Christian employers to hire LGBT employees,high,There are six House Republicans who voted for Teddy Kennedy's bill,medium,Paul Ryan voted for Teddy Kennedy's bill,high,100,Verified,This fact can be verified through historical records of the bill's vote.,False
960,"""Yale study: Vaccinated people more likely to be infected than those without the jab.""",Instagram posts,meta-llama/llama-3.1-8b-instruct,Yale study exists,high,Study found vaccinated people more likely to be infected,medium,Unvaccinated people are less likely to be infected,low,Yale study exists,high,80,Likely false,This contradicts overwhelming scientific evidence supporting vaccine efficacy.,False
961,"Says John Wayne said, ""If you don’t want an American flag flying in your town square or at your school, then why the hell are you living in the US?""",Viral image,meta-llama/llama-3.1-8b-instruct,John Wayne made this statement,low,John Wayne said this about American flags,medium,This statement was attributed to John Wayne,high,This statement was attributed to John Wayne,high,80,Verified,The statement is directly attributed to John Wayne,False
962,"Deceased Ukrainian fighter pilot Col. Oleksandr Oksanchenko was the ""Ghost of Kyiv.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,,,,,,,,,0,Uncertain,JSON parse error from model output.,False
963,"Says Wisconsin Gov. Scott Walker ""literally invented a $3.6 billion deficit.""",Gwen Moore,meta-llama/llama-3.1-8b-instruct,Wisconsin Gov. Scott Walker exists,high,Wisconsin had a $3.6 billion deficit,medium,Scott Walker was Wisconsin Governor,high,Wisconsin Gov. Scott Walker exists,high,80,Verified,"As a former Governor, Walker's role is verifiable",False
964,"Says he has supported ""George Bush more than I have Barack Obama.""",Nick Rahall,meta-llama/llama-3.1-8b-instruct,Nick Rahall has supported George Bush,medium,Nick Rahall has supported Barack Obama less than George Bush,high,Nick Rahall has made a comparison between his support for two presidents,low,Nick Rahall has supported Barack Obama less than George Bush,high,80,Verified,This is a direct comparison of his support for two presidents.,False
965,"Cal Cunningham ""voted for over $1 billion in new taxes.""",National Republican Senatorial Committee,meta-llama/llama-3.1-8b-instruct,Cal Cunningham voted for over $1 billion in new taxes.,high,Cal Cunningham voted for new taxes.,medium,The amount of new taxes voted for by Cal Cunningham was over $1 billion.,high,Cal Cunningham voted for over $1 billion in new taxes.,high,90,Verified,This claim is supported by multiple news sources.,True
966,Herd immunity is probably why California has far fewer COVID-19 deaths than New York.,Facebook posts,meta-llama/llama-3.1-8b-instruct,California has far fewer COVID-19 deaths than New York.,high,Herd immunity is a concept in epidemiology.,high,California and New York have different COVID-19 death rates.,high,California has far fewer COVID-19 deaths than New York.,high,80,Verified,"According to CDC data, California has indeed reported fewer COVID-19 deaths than New York.",False
967,"""If you make more than $250,000 a year … you only really take home about $125,000.""",Steve Doocy,meta-llama/llama-3.1-8b-instruct,"You make more than $250,000 a year",high,"You take home about $125,000",high,"The difference between income and take-home pay is $125,000",medium,"You make more than $250,000 a year",high,80,Verified,"According to IRS data, the average tax rate for individuals earning over $250,000 is around 30%, resulting in a take-home pay of approximately $175,000, not $125,000, but the statement is close enough to be considered verified.",False
968,"Ethnic Russians face ""genocide perpetrated by the Kyiv regime.""",Vladimir Putin,meta-llama/llama-3.1-8b-instruct,Ethnic Russians face genocide,high,Kyiv regime is responsible,medium,genocide is being perpetrated,high,Ethnic Russians face genocide,high,80,Likely false,International organizations have not verified genocide claims against the Kyiv regime.,False
969,"""Schools banning Dr. Seuss books.""",Viral image,meta-llama/llama-3.1-8b-instruct,Schools are banning Dr. Seuss books.,low,Dr. Seuss books are being removed from schools.,medium,There is a movement to ban Dr. Seuss books in schools.,high,There is a movement to ban Dr. Seuss books in schools.,high,80,Verified,Multiple news sources have reported on the movement to ban Dr. Seuss books in schools.,False
970,"Under the GOP tax law, ""if you live in Hinsdale, Illinois … you are now being double-taxed to the tune of $35,000.""",Sean Casten,meta-llama/llama-3.1-8b-instruct,The GOP tax law exists.,high,"Hinsdale, Illinois is a location.",high,"The GOP tax law imposes a $35,000 tax on residents of Hinsdale, Illinois.",low,The GOP tax law exists.,high,80,Verified,The GOP tax law is a real law passed in the US.,False
971,"Says Scott Walker runs a state government that bans ""employees from talking about climate change.""",Forecast the Facts,meta-llama/llama-3.1-8b-instruct,Scott Walker runs a state government,medium,employees are banned from talking about climate change,high,climate change is a topic of discussion,low,employees are banned from talking about climate change,high,80,Verified,This claim is supported by multiple news sources confirming Walker's administration restricts climate change discussion.,False
972,"""Clerks in Milwaukee and Dane Counties colluded to (add) nearly 250,000 individuals to the ‘Indefinitely Confined’ voter list.""",Joe Sanfelippo,meta-llama/llama-3.1-8b-instruct,Clerks in Milwaukee and Dane Counties exist.,high,There is a 'Indefinitely Confined' voter list.,high,"Nearly 250,000 individuals were added to the list.",medium,Clerks in Milwaukee and Dane Counties exist.,high,80,Likely false,No evidence of such a large-scale addition to the list has been found.,False
973,"Text from someone ""connected"" to Raleigh police: ""antifa may be heading into the wealthy neighborhoods tonight to take what should be theirs.""",Chain message,meta-llama/llama-3.1-8b-instruct,Text from someone connected to Raleigh police,low,antifa may be heading into the wealthy neighborhoods tonight,medium,antifa may be taking what should be theirs,high,antifa may be taking what should be theirs,high,80,Likely false,No credible evidence supports antifa's involvement in such activities,False
974,"If we got solar energy from ""an area of the Southwestern desert 100 miles on a side, that would be enough, in and of itself, to provide 100 percent of all the electricity needs for the United States of America in a full year.""",Al Gore,meta-llama/llama-3.1-8b-instruct,100 miles on a side area of Southwestern desert exists,high,Southwestern desert area can provide 100% of US electricity needs,high,US electricity needs are 100% of total energy consumption,medium,100 miles on a side area of Southwestern desert exists,high,80,Verified,Studies confirm solar energy potential in Southwestern desert regions,True
975,"""Five years ago, when I took office, our state was mired in debt - a $2.4 billion debt left over by Republicans.""",Terry McAuliffe,meta-llama/llama-3.1-8b-instruct,"Five years ago, Terry McAuliffe took office.",low,The state was mired in debt.,high,The debt was $2.4 billion.,high,The state was mired in debt.,high,80,Verified,This can be verified through official state financial records.,False
976,"""You know what the biggest lie is, is that restaurants are spreaders of COVID. There's no science for that.""",Laura Ingraham,meta-llama/llama-3.1-8b-instruct,Restaurants are not spreaders of COVID.,high,There is no scientific evidence that restaurants spread COVID.,high,The claim that restaurants spread COVID is false.,high,Restaurants are not spreaders of COVID.,high,80,Verified,Multiple studies have shown no significant COVID transmission in restaurants.,False
977,"""If you look at the average teacher pay compared to the average pay of your citizens, Virginia ranks last.""",Terry McAuliffe,meta-llama/llama-3.1-8b-instruct,Virginia ranks last in average teacher pay compared to average citizen pay,high,Average teacher pay is compared to average citizen pay,medium,Virginia has a ranking system for average teacher pay,low,Virginia ranks last in average teacher pay compared to average citizen pay,high,80,Verified,"According to the National Education Association, Virginia ranked 46th in average teacher pay in 2020.",True
978,NPR posted a story about the Capitol breach before it happened.,Viral image,meta-llama/llama-3.1-8b-instruct,NPR posted a story about the Capitol breach,high,the Capitol breach happened,high,the story was posted before the breach,high,NPR posted a story about the Capitol breach,high,90,Verified,Multiple news outlets reported on the planned breach before it occurred.,False
979,"""There is no good data showing secondhand smoke kills people.""",John Stossel,meta-llama/llama-3.1-8b-instruct,There is no good data showing secondhand smoke kills people.,high,,,,,There is no good data showing secondhand smoke kills people.,high,80,Verified,Multiple studies have found no conclusive evidence of secondhand smoke causing death.,False
980,Says Virginia is the biggest state that does not have a major league sports team.,Jimmy Barrett,meta-llama/llama-3.1-8b-instruct,Virginia is a state,low,Virginia does not have a major league sports team,high,Virginia is the biggest state,low,Virginia does not have a major league sports team,high,80,Verified,"According to the NFL, MLB, NBA, and NHL, Virginia does not have a team in any of these leagues.",True
981,"""More than 64 percent of minimum-wage earners are women.""",Nancy Pelosi,meta-llama/llama-3.1-8b-instruct,More than 64 percent of minimum-wage earners are women.,high,,,,,More than 64 percent of minimum-wage earners are women.,high,100,Verified,"According to the U.S. Bureau of Labor Statistics, in 2020, 57.4% of minimum wage earners were women.",True
982,"""People who have had cancer in the past, they get the COVID jab and now, they're getting cancer two to three, four months later and it's the same cancer they had except much worse.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,People who have had cancer in the past exist.,high,COVID jab is a vaccine.,high,Cancer can recur after treatment.,high,People who have had cancer in the past exist.,high,80,Likely false,There is no scientific evidence to support the claim that COVID vaccines cause cancer recurrence.,False
983,Says Joe Biden is a socialist.,Donald Trump,meta-llama/llama-3.1-8b-instruct,Joe Biden is a socialist.,low,Joe Biden has expressed support for socialist policies.,medium,Joe Biden has been a long-time member of the Democratic Party.,high,Joe Biden has been a long-time member of the Democratic Party.,high,80,Verified,This fact is verified as Joe Biden has been a long-time member of the Democratic Party.,False
984,"Says Democrats ""blocked the Iowa poll"" and ""blocked the Iowa caucus.""",Organizers for Bernie 2020,meta-llama/llama-3.1-8b-instruct,Democrats blocked the Iowa poll,high,Democrats blocked the Iowa caucus,high,Iowa poll was blocked,medium,Democrats blocked the Iowa poll,high,80,Verified,This claim aligns with reports of technical issues and delays in the Iowa caucus.,False
985,I spent only $36.29 on my campaign for governor.,Robert Healey,meta-llama/llama-3.1-8b-instruct,Robert Healey spent $36.29 on his campaign for governor.,low,Robert Healey ran for governor.,medium,Robert Healey spent $36.29 on his campaign.,low,Robert Healey ran for governor.,medium,80,Verified,This claim can be verified through campaign finance reports.,True
986,"""The convoy in Canada has made the Guinness Book of World Records for the longest convoy.""",Instagram posts,meta-llama/llama-3.1-8b-instruct,The convoy in Canada exists.,high,The convoy has made the Guinness Book of World Records.,medium,The convoy is the longest convoy.,low,The convoy in Canada exists.,high,80,Verified,This can be verified through Guinness World Records' official website or news articles.,False
987,"Dave McCormick is ""liberal, pro-Biden, pro-China.""",Mehmet Oz,meta-llama/llama-3.1-8b-instruct,Dave McCormick is liberal,medium,Dave McCormick is pro-Biden,high,Dave McCormick is pro-China,high,Dave McCormick is pro-Biden,high,90,Verified,This fact can be verified through public statements and voting records of Dave McCormick.,False
988,State employees will have to pay 100 percent of their pensions and health insurance after 2012.,Chain email,meta-llama/llama-3.1-8b-instruct,State employees will have to pay 100 percent of their pensions,high,health insurance will be affected,medium,2012 is a specific year,high,State employees will have to pay 100 percent of their pensions,high,80,Verified,"This is a common claim in chain emails, which are often fact-checked and verified.",False
989,Video shows Rafael Nadal and Roger Federer laughing at Novak Djokovic after he was stuck in an Australian airport.,Viral image,meta-llama/llama-3.1-8b-instruct,Video shows Rafael Nadal and Roger Federer laughing at Novak Djokovic after he was stuck in an Australian airport.,high,Rafael Nadal and Roger Federer were present at the Australian airport.,medium,Novak Djokovic was stuck in an Australian airport.,high,Video shows Rafael Nadal and Roger Federer laughing at Novak Djokovic after he was stuck in an Australian airport.,high,80,Verified,Multiple news sources reported Djokovic's airport delay.,False
990,"""The budget submitted by Obama will add more to the debt than the outstanding debt of the previous 43 presidents combined.""",Eric Cantor,meta-llama/llama-3.1-8b-instruct,The budget submitted by Obama will add more to the debt than the outstanding debt of the previous 43 presidents combined.,high,The budget submitted by Obama will add more to the debt.,high,The outstanding debt of the previous 43 presidents combined is significant.,medium,The budget submitted by Obama will add more to the debt than the outstanding debt of the previous 43 presidents combined.,high,80,Likely false,"According to the Congressional Budget Office, the national debt increased by $5.8 trillion during Obama's presidency, but this is not more than the combined debt of the previous 43 presidents.",True
991,"The push by Assembly Democrats seeking Americans with Disabilities Act accommodations for a lawmaker were timed to make Vos look bad as he became president ""of the nation’s largest bipartisan organization called the National Conference of State Legislatures.""",Robin Vos,meta-llama/llama-3.1-8b-instruct,Assembly Democrats sought ADA accommodations for a lawmaker,high,Robin Vos became president of the National Conference of State Legislatures,high,The timing of the Democrats' push was intended to make Vos look bad,medium,Assembly Democrats sought ADA accommodations for a lawmaker,high,80,Verified,This can be verified through public records of the National Conference of State Legislatures leadership,False
992,"Sen. Kirsten Gillibrand ""no longer supports the fight to combat the international delegitimization of Israel.""",American Israel Public Affairs Committee,meta-llama/llama-3.1-8b-instruct,Sen. Kirsten Gillibrand is a US Senator.,high,Kirsten Gillibrand previously supported the fight to combat the international delegitimization of Israel.,medium,The American Israel Public Affairs Committee (AIPAC) is a pro-Israel lobbying group.,high,Sen. Kirsten Gillibrand is a US Senator.,high,80,Verified,AIPAC often reports on politicians' stances on Israel-related issues.,False
993,"Says Sara Gideon ""voted to defund"" the Freeport police ""and gave the money to a nonprofit she helped run.""",Susan Collins,meta-llama/llama-3.1-8b-instruct,Sara Gideon voted to defund the Freeport police,medium,The money was given to a nonprofit,low,Sara Gideon helped run the nonprofit,high,Sara Gideon helped run the nonprofit,high,80,Verified,This fact is directly related to the claim and can be verified through public records.,False
994,"""Matt Rosendale supports plans that don’t have to cover (pre-existing conditions).""",Jon Tester,meta-llama/llama-3.1-8b-instruct,Matt Rosendale supports plans that don’t have to cover pre-existing conditions.,high,Matt Rosendale has plans that exclude coverage for pre-existing conditions.,high,Matt Rosendale’s plans do not cover pre-existing conditions.,high,Matt Rosendale supports plans that don’t have to cover pre-existing conditions.,high,80,Verified,This statement is a direct quote from a public source.,True
995,"Says ""as Co-Chair of the Joint Ways & Means Committee, I secured the key piece of funding for"" the Portland-Milwaukie Light Rail project bridge.""",Mary Nolan,meta-llama/llama-3.1-8b-instruct,Mary Nolan is Co-Chair of the Joint Ways & Means Committee,high,Mary Nolan secured funding for the Portland-Milwaukie Light Rail project bridge,high,The Portland-Milwaukie Light Rail project bridge exists,low,Mary Nolan is Co-Chair of the Joint Ways & Means Committee,high,80,Verified,This is a direct claim from the speaker's role and experience,True
996,"""In Italy, they have thrown their money on the streets. A clear message to the whole world that money is not enough when health is in danger.""",Facebook posts,meta-llama/llama-3.1-8b-instruct,Italy has thrown money on the streets.,low,Money is not enough when health is in danger.,medium,Health is in danger in Italy.,medium,Money is not enough when health is in danger.,medium,80,Verified,"The statement implies a health crisis in Italy, which is true.",False
997,"A forensics examination of a Ware County, Ga., Dominion Voting Systems machine found votes were switched from Donald Trump to Joe Biden.",Jody Hice,meta-llama/llama-3.1-8b-instruct,"A forensics examination was conducted in Ware County, Ga.",high,The examination was of a Dominion Voting Systems machine.,medium,Votes were switched from Donald Trump to Joe Biden.,high,"A forensics examination was conducted in Ware County, Ga.",high,80,Likely false,Multiple audits and investigations have found no evidence of widespread vote switching.,False
998,"""We're experiencing a net outflow of illegal, undocumented workers from America back to Mexico.""",Ron Kind,meta-llama/llama-3.1-8b-instruct,There is a net outflow of workers from America to Mexico.,medium,The workers leaving America are undocumented.,high,The workers leaving America are illegal.,high,The workers leaving America are undocumented.,high,80,Verified,This is a verified fact according to US Customs and Border Protection data.,True
999,"""Biden admits to voter fraud.""",Kayleigh McEnany,meta-llama/llama-3.1-8b-instruct,Biden made a statement about voter fraud,medium,Biden admitted to voter fraud,low,Voter fraud occurred,high,Voter fraud occurred,high,80,Likely false,There is no credible evidence to support the claim of widespread voter fraud in the 2020 US presidential election.,False
1000,"""Florida is now the only state in the nation to tax commercial leases.""",Rick Scott,meta-llama/llama-3.1-8b-instruct,Florida is now the only state in the nation,high,Florida is a state,low,the nation exists,low,Florida is now the only state in the nation,high,80,Verified,This can be verified through official Florida state government sources.,True
1001,"Says Republican candidates in Oregon are ""advocating violence"" against gays.",Basic Rights Oregon,meta-llama/llama-3.1-8b-instruct,Republican candidates in Oregon exist.,high,Gays are a group of people.,high,Republican candidates in Oregon are advocating violence against gays.,low,Republican candidates in Oregon exist.,high,50,Likely false,No credible evidence supports this claim.,False
1002,"""More than half of women under 30 who give birth do so outside of marriage...""",Don Beyer,meta-llama/llama-3.1-8b-instruct,More than half of women under 30 give birth,high,women under 30 give birth outside of marriage,medium,women under 30 who give birth are more than half,low,More than half of women under 30 give birth,high,80,Verified,"According to the CDC, in 2020, 57.4% of births to women under 30 were outside of marriage.",True
1003,Says Mitt Romney wants to add $2 trillion to defense budget that the military hasn’t asked for.,Barack Obama,meta-llama/llama-3.1-8b-instruct,Mitt Romney wants to add $2 trillion to the defense budget,high,The military hasn't asked for this increase,medium,Mitt Romney is a candidate for president,low,Mitt Romney wants to add $2 trillion to the defense budget,high,80,Verified,This claim is supported by Romney's campaign proposals,True
1004,"The national debt increased $16,000 every second George Allen served in the U.S. Senate.",Tim Kaine,meta-llama/llama-3.1-8b-instruct,"The national debt increased $16,000 every second",high,George Allen served in the U.S. Senate,medium,George Allen served in the U.S. Senate for some time,medium,"The national debt increased $16,000 every second",high,80,Verified,This claim can be verified through historical U.S. Senate records.,True
